person_id;loan_id;cb_id;idade;salario_anual;situacao_moradia;anos_trabalhados;motivo_emprestimo;pontuacao_emprestimo;valor_emprestimo;taxa_juros;inadimplencia;comprometimento_renda;historico_inadimplencia;tempo_credito
hYwcNNgh-h2os;Bt0oyAvS-Lazi;A8Ce9MJg-gvcR;33,0;62000,0;Hipotecada;3.0;Educativo;A;10000,0;7.88;0,0;0.16;N;6
6mOqNeGN-bcsU;aGHTitFB-5tMT;roRXDwUQ-eWqN;25,0;30780,0;Hipotecada;0.0;Medico;A;5500,0;8.49;1,0;0.18;N;4
O5Y0Wg5k-aH1g;DxxAwHgB-4olS;U02Fxb6M-FXhy;24,0;112500,0;Hipotecada;3.0;Educativo;C;8600,0;13.11;0,0;0.08;Y;3
OoedJf2Y-0jJz;tFaAEqnf-d5E8;qOpbxxBd-3yzM;32,0;48750,0;Alugada;5.0;Pagamento_Debitos;C;3000,0;13.49;0,0;0.06;N;7
PjZ9nbx7-OpLA;tcpTmJ2q-k2aM;dYyEuRZh-M7Ou;34,0;69204,0;Alugada;4.0;Pessoal;B;10000,0;12.18;0,0;0.14;N;6
WI36Q5a0-naoi;WD6wQYjj-BEEP;RmTrYbsM-uwQj;35,0;24960,0;Alugada;6.0;Empreendimento;A;1400,0;8.49;0,0;0.06;N;7
Pl8wxOdY-YRS2;bnNjbYoa-SRvT;ly0zNCkQ-L2ZP;24,0;64800,0;Hipotecada;5.0;Empreendimento;A;11000,0;5.79;0,0;0.17;N;3
JfECOFZ1-JMrU;osYru56w-subx;e7ExgLWY-2Rj1;22,0;58650,0;Hipotecada;5.0;Medico;D;9250,0;15.21;1,0;0.13;N;4
B5xjfPpH-Csrj;nbe0bLeK-X8ti;J2vE1HFK-hacn;25,0;150000,0;Hipotecada;5.0;Pagamento_Debitos;A;10000,0;6.54;0,0;0.07;N;4
LDTf6WSR-AodR;JCzGfrmR-muk6;NZx2L9KG-yQX6;23,0;46932,0;Propria;0.0;Educativo;A;7000,0;5.79;0,0;0.15;N;4
kAYpe6NF-PsTg;ctWSzyYG-QL2w;bJaqurZs-YZvv;27,0;60000,0;Propria;11.0;Empreendimento;C;4000,0;13.98;0,0;0.07;Y;7
OpnY9XnK-B5nd;tLkZPh9v-ssSr;F5mF16BT-gJJ8;27,0;60000,0;Alugada;3.0;Empreendimento;A;2400,0;7.49;0,0;0.04;N;6
ltIsHun6-DaLN;PmrbvAXy-mxuR;eEEgezAG-vJKG;29,0;79200,0;Hipotecada;0.0;Pagamento_Debitos;A;8000,0;5.42;0,0;0.1;N;5
FAsMoNgC-3pIc;fRDwDqMh-GpFC;mmPKEbmX-pYn7;23,0;72000,0;Hipotecada;6.0;Melhora_Lar;C;12000,0;13.61;1,0;0.17;N;4
kTepDyxd-yGon;EfULmEHI-Q8nP;Sg0eitxc-BatY;24,0;33500,0;Alugada;5.0;Melhora_Lar;C;2000,0;13.8;1,0;0.06;N;2
QYJF0Qoh-FQio;ZsS4nKtQ-BGJJ;1ATohgPe-pHLs;24,0;75000,0;Hipotecada;3.0;Empreendimento;F;25000,0;19.74;0,0;0.33;N;4
iupWpxo0-1B51;JWN7cAX7-kxn9;46BLOxe8-vUd6;23,0;66000,0;Hipotecada;5.0;Empreendimento;A;6000,0;6.62;0,0;0.09;N;2
hQuKWJ2l-vPHj;WXBRO0GF-MKLJ;6TOFOa4w-PmQO;37,0;77000,0;Hipotecada;2.0;Empreendimento;C;15000,0;12.29;0,0;0.19;N;15
4R4IgQoK-0LT9;mt7alGjW-T6if;E0N9GCwI-2Z8m;23,0;53616,0;Alugada;6.0;Educativo;B;1600,0;12.42;0,0;0.03;N;4
XO3gRuc2-NlPT;0jYQevCI-wGPg;DDSU8tc1-aMPa;23,0;48000,0;Hipotecada;2.0;Educativo;A;10000,0;9.32;0,0;0.21;N;4
98ZfInB5-L3Zd;DDinEcSt-ml8g;bel5IxTM-rKXd;23,0;30000,0;Hipotecada;0.0;Empreendimento;B;13000,0;0.0;0,0;0.43;N;2
eBaTvGMI-OM3j;YwEGhYIq-XUJN;Aeesfhj4-Ge4N;30,0;96000,0;Alugada;1.0;Empreendimento;B;4000,0;10.75;0,0;0.04;N;5
BrEp1pZq-mc2u;YZYiB2oK-N7K3;7u6gEcAW-PjNm;24,0;16800,0;Alugada;1.0;Educativo;C;5000,0;14.22;1,0;0.3;Y;4
TisYGu9A-jDvt;zXODYzM4-3FBE;QYDkNAGS-xs3C;26,0;54011,0;Alugada;10.0;Educativo;D;9500,0;16.29;0,0;0.18;N;2
n40wt6Xm-jFQt;num7iFFz-gTqy;3QbAlJ55-SHrH;24,0;105000,0;Alugada;5.0;Melhora_Lar;C;4800,0;0.0;0,0;0.05;Y;2
ksK3RAAW-cx7h;vGAjIoxa-trmT;GBZq2JaA-odud;28,0;60000,0;Alugada;8.0;Educativo;A;10000,0;8.9;0,0;0.17;N;9
lxTFKrr0-pJXZ;futqwceo-3Zru;Wyau3B4M-1YPq;22,0;115200,0;Alugada;0.0;Pagamento_Debitos;A;7000,0;7.66;0,0;0.06;N;2
Whw5pxck-OBP8;zthGlQLe-FZ6S;600NLWav-WgIh;22,0;45975,0;Hipotecada;6.0;Medico;B;10375,0;0.0;0,0;0.23;N;4
tdYriZuH-7lXu;w4xHB8Nr-fApf;SbuarbFK-Quro;24,0;36000,0;Alugada;1.0;Medico;A;7000,0;6.03;0,0;0.19;N;3
xO95YnSz-7lId;I0YLJTxz-8BFS;dFps28y8-lnuh;26,0;50004,0;Propria;2.0;Melhora_Lar;D;11000,0;13.87;0,0;0.22;Y;4
QJeYmqsT-YWrS;uGCre0tA-um0t;TkCkebMi-TKOp;31,0;24000,0;Alugada;3.0;Empreendimento;A;6000,0;8.49;0,0;0.25;N;9
NoPdOMj3-xogc;kliDHqFW-dRWc;Botk00oB-Itxn;23,0;82500,0;Hipotecada;0.0;Educativo;A;5000,0;8.49;0,0;0.06;N;4
RINyBzUf-hH2K;2rK64RGH-bYHQ;DL7lIYqD-veSb;25,0;48500,0;Outros;1.0;Educativo;E;19500,0;15.57;1,0;0.4;N;4
HfPRbTHq-yctC;Q2Fu7jai-0EQp;ANosdRLq-tZ0f;21,0;33280,0;Hipotecada;5.0;Empreendimento;C;11200,0;13.92;1,0;0.34;N;4
phjQXJTc-2hAu;U498fwK0-x2aD;fqZ4Re2H-ciS9;21,0;46200,0;Alugada;5.0;Educativo;A;6000,0;0.0;0,0;0.13;N;4
jWUvKrf4-axs1;7f3I03hN-859j;mAmmyhpl-pY0A;34,0;72000,0;Alugada;17.0;Medico;C;2400,0;13.16;0,0;0.03;N;8
fs2aG5B2-I6Aq;q5B53AC9-5ScD;vdrdjunI-BwDj;31,0;56000,0;Hipotecada;4.0;Educativo;A;8000,0;8.59;0,0;0.14;N;5
Ax4kMrnb-wZEd;JAcWcKk4-dq3F;QTwA3dPY-x2GX;22,0;36000,0;Propria;4.0;Pagamento_Debitos;D;5000,0;14.61;0,0;0.14;Y;4
jk0dC2CU-eqLa;ctrLMx2s-daW3;OK33uGyQ-4Z6E;23,0;120000,0;Alugada;1.0;Educativo;B;25600,0;12.69;0,0;0.21;N;3
xzdjGeQJ-YOyb;2snxiuJN-rt39;GtwxAMs5-Djx1;22,0;82570,0;Alugada;6.0;Empreendimento;C;18000,0;15.27;0,0;0.22;N;2
c4HDZ0LM-OEIE;PTsclRMx-qdLO;QuapPrl9-fI7p;29,0;65004,0;Hipotecada;7.0;Educativo;A;5000,0;6.17;0,0;0.08;N;7
wALAN42J-MJjL;8GTeIJyY-r7KZ;AErUEJ4d-uPDh;29,0;67171,0;Alugada;13.0;Medico;A;1600,0;8.9;0,0;0.02;N;7
myIzSREs-AjHl;NHZr6sgM-NQyq;vOiipmCx-bflg;26,0;59000,0;Alugada;10.0;Medico;A;20000,0;6.17;1,0;0.34;N;3
cCvkKHHj-dbrF;bruxOF0g-o0sm;s7pL3Hrv-ejF6;34,0;23000,0;Propria;2.0;Empreendimento;A;2500,0;0.0;0,0;0.11;N;9
bFNyzt5B-Dv5p;E8uK1lRf-MSXH;ETsBRQIR-Ztgj;27,0;75000,0;Alugada;11.0;Empreendimento;D;6000,0;15.21;0,0;0.08;Y;9
Zek6tjLW-Z5sB;tDhIyG5T-5QNf;8zkowjh9-gvTu;27,0;78000,0;Propria;2.0;Pessoal;A;15000,0;8.94;0,0;0.19;N;7
1hBGlQlY-sdsU;icnvSJyB-3vcc;IBka9WhG-q9B9;34,0;30000,0;Hipotecada;4.0;Pessoal;A;4300,0;7.9;0,0;0.14;N;9
pHrSh2eb-Lzjh;a410Uhn3-84F3;oHdQBBsK-72zb;26,0;30000,0;Hipotecada;10.0;Empreendimento;A;6500,0;6.62;0,0;0.22;N;3
sPIn2mR3-yxFy;6hfQ2nrj-jtjo;ZE1ibaje-k6ia;30,0;65000,0;Hipotecada;15.0;Pagamento_Debitos;A;7500,0;6.17;0,0;0.12;N;9
P7oIBqrs-bHqE;j9RPIjHe-5EB5;sBCcPXWz-Edlc;28,0;37200,0;Alugada;0.0;Melhora_Lar;D;9000,0;14.59;1,0;0.24;Y;8
4yPZrUk6-ajZ0;bMMY7xgw-rvbi;ICeEZWID-0iMe;33,0;44000,0;Hipotecada;2.0;Educativo;C;7000,0;12.99;1,0;0.16;Y;8
zM6bNqDt-nzUx;RPvzZmuF-MtLn;OTYEpcwr-QLB3;30,0;77000,0;Hipotecada;4.0;Pagamento_Debitos;A;8000,0;7.14;0,0;0.1;N;7
dax1DgPe-YGhs;O6W2mFxW-9AE5;qgiISvZG-5Fst;30,0;96000,0;Hipotecada;14.0;Melhora_Lar;A;6000,0;5.42;0,0;0.06;N;6
pmHfLn6H-TxFI;50GD6inl-3WgM;mru0etKF-OfYP;22,0;42000,0;Propria;2.0;Empreendimento;A;9000,0;7.66;0,0;0.21;N;2
eaBlGn51-NmPj;M0jQ842U-slWc;LJgua93o-Q60L;24,0;19200,0;Alugada;1.0;Melhora_Lar;C;8000,0;13.61;1,0;0.42;Y;3
xcDkIqMZ-EAn2;x9gwsYTP-0rvj;wHXnFAns-L4Fm;24,0;85000,0;Hipotecada;8.0;Medico;B;25600,0;12.69;0,0;0.3;N;4
aL8WvTsy-OI0U;e4El33TE-HEZ0;0wEqeaQf-JwZa;24,0;165000,0;Hipotecada;5.0;Pessoal;B;20000,0;10.37;0,0;0.12;N;4
KIbRWxzX-MEEO;6YXsyKAi-2Pnv;JWO7Q1mL-CarN;39,0;56004,0;Hipotecada;1.0;Melhora_Lar;B;6000,0;11.36;0,0;0.11;N;13
ooduUKI8-Bo60;QwBaW2Mb-htxT;DPK7TNbW-XPEI;23,0;42000,0;Hipotecada;1.0;Pessoal;C;2275,0;0.0;0,0;0.04;N;2
cYpN0Bzx-tPs4;vgnqMzlz-6siE;R56H4PRo-OzkT;28,0;96000,0;Hipotecada;12.0;Pessoal;B;6000,0;12.69;0,0;0.06;N;10
YbYfFkxX-spZD;8kRbh6CN-GEoM;hXiX1Jlr-wmRa;23,0;75600,0;Alugada;3.0;Pessoal;E;20000,0;16.32;0,0;0.26;Y;3
797src1e-d6fu;m0j7bIzy-u4Hs;qud8LNZ1-wMBH;21,0;30000,0;Hipotecada;0.0;Medico;A;7125,0;7.51;1,0;0.24;N;4
9lLFd2Yb-8pPA;gAAfT5CX-YkLn;H5TQtI7R-SvCu;23,0;40000,0;Hipotecada;7.0;Educativo;B;3500,0;12.21;0,0;0.09;N;3
8hY6b9Ii-Me3g;79nUMU65-WF1v;T5ObhDHI-Qbmr;57,0;56650,0;Alugada;1.0;Pessoal;C;5000,0;15.96;0,0;0.09;N;24
mSMQJoau-wRev;Nfd7rPLi-fc8a;ocspENZf-WHcG;36,0;52000,0;Alugada;2.0;Educativo;C;7000,0;13.85;1,0;0.13;Y;14
3TzzMqXA-LguI;DsCNbn37-ezsE;Qx4LAOdF-Jq3D;32,0;70000,0;Hipotecada;3.0;Empreendimento;A;4000,0;5.79;0,0;0.06;N;5
yB4Wzwh7-CD6D;7gsloTvE-Eiya;FCUXbt1e-f4wO;49,0;74000,0;Hipotecada;20.0;Pagamento_Debitos;E;12000,0;17.99;1,0;0.16;N;15
Aglz1E2o-jzj5;MMbT9Xof-0qse;pFIGmfDn-LGkh;25,0;33000,0;Alugada;1.0;Empreendimento;C;7100,0;14.65;1,0;0.22;Y;4
awD9rvXw-58an;xxbqIeow-eW5L;7jm6UkpT-qnub;23,0;25200,0;Alugada;0.0;Melhora_Lar;C;6000,0;13.23;1,0;0.24;Y;4
7kvAtAbU-YEhA;tjtC060H-2aJw;3bXUFLEw-fycZ;23,0;35352,0;Hipotecada;0.0;Educativo;A;6500,0;5.42;0,0;0.18;N;2
0sFNCnPe-wY9D;OKTtW4Fa-sJOU;pGbsE4DN-P74x;22,0;42000,0;Alugada;0.0;Empreendimento;C;2500,0;13.92;0,0;0.06;Y;3
JepaoudW-kcXA;DI84yKZ5-ptiL;tLY1tEhZ-FQlo;32,0;84000,0;Alugada;0.0;Pessoal;B;14400,0;11.99;0,0;0.17;N;6
OCMUPS5v-IO33;9cqpSXUW-XYm6;4gWEuUmP-N3kq;28,0;99996,0;Alugada;6.0;Empreendimento;C;12000,0;13.61;0,0;0.12;Y;9
4f0cMrje-WhPl;s8DWDLdd-jbp7;t3qvPa1J-9x9d;26,0;64956,0;Hipotecada;0.0;Pagamento_Debitos;C;7500,0;13.47;0,0;0.12;Y;3
IcDQ9EGS-GKOv;JMXuX7jj-h1n5;FBB1gbF0-i1L4;39,0;52000,0;Alugada;2.0;Empreendimento;B;4500,0;11.99;0,0;0.09;N;11
voLGhkHJ-94KB;OiPhdg9y-yvsA;6XmNKPZG-eYL4;32,0;100000,0;Hipotecada;4.0;Empreendimento;A;9500,0;5.79;0,0;0.1;N;8
mpPfavoy-I3ir;CnsZBjW2-XoZJ;ehzDg0dt-1cI6;28,0;54000,0;Hipotecada;12.0;Pagamento_Debitos;A;11500,0;7.88;0,0;0.21;N;6
7xwbDNQq-WhGJ;N6GO6u0L-qv7o;hCNhBN2X-rWy8;29,0;108000,0;Alugada;11.0;Educativo;B;16000,0;0.0;1,0;0.15;N;7
Jl9Av4Mk-n59v;PLlaZbsO-9JTg;tEhYTr0S-nH4p;34,0;135000,0;Hipotecada;2.0;Pessoal;A;15000,0;5.42;0,0;0.11;N;6
GHXhvjNJ-n05T;qIy7bDat-KCUG;eQEKM2MP-Nyjb;24,0;85850,0;Hipotecada;3.0;Medico;D;12000,0;15.99;1,0;0.12;Y;4
kwdtXOqC-LC53;ipBHhzD8-EdIu;I306dmFH-lX0z;23,0;33000,0;Alugada;3.0;Pagamento_Debitos;B;4000,0;10.96;0,0;0.12;N;4
cveMUzQ6-Q43h;G76O2cMk-Bb7w;NnGv4m4z-QtEh;33,0;87000,0;Hipotecada;1.0;Pessoal;D;5000,0;14.96;0,0;0.06;N;6
huQN9c5R-HXdi;kn9LAncB-aW2h;Z65QrRrx-lPII;26,0;45000,0;Hipotecada;0.0;Melhora_Lar;C;4000,0;13.92;0,0;0.09;N;2
7Oc9JBrC-apnR;icdJUrRL-Yjx4;miUf0lgW-XtyI;29,0;48000,0;Hipotecada;3.0;Empreendimento;C;17375,0;14.27;0,0;0.36;Y;10
kLZtIw3I-8LPU;sClyXdDz-ClzG;ouBwOfhi-RrpW;23,0;60000,0;Hipotecada;3.0;Pessoal;B;12000,0;10.65;0,0;0.2;N;2
v4aJcvCF-FStB;Oaf1ztOS-szws;IW3yWBge-8FBz;33,0;88000,0;Alugada;3.0;Empreendimento;D;9000,0;14.54;0,0;0.1;N;9
urCLsbIB-M0Gy;ZsmnP1IL-I7YH;aAqQgirm-7sAm;26,0;55000,0;Hipotecada;10.0;Melhora_Lar;A;9800,0;7.88;0,0;0.18;N;3
0AYDMI7I-XmGq;LKsRGGwj-QW3S;raYC1kMS-RkKa;23,0;29730,0;Alugada;2.0;Pagamento_Debitos;A;5000,0;7.66;0,0;0.17;N;4
BJbrUv7U-xluj;RXuXJhIS-FMvR;EeMUotvH-7GTG;24,0;63000,0;Alugada;2.0;Educativo;A;5000,0;9.32;0,0;0.08;N;4
ztSMngW4-RmuL;JTkjUYxW-0uF5;ylyrlYwu-Eq00;24,0;120000,0;Hipotecada;8.0;Pessoal;A;16000,0;0.0;0,0;0.13;N;3
xLlT1cai-3ZMu;yKdNfzDC-d0p6;MKhyA2R9-5q0z;25,0;54000,0;Hipotecada;5.0;Melhora_Lar;B;5100,0;9.62;0,0;0.09;N;4
82iT83RK-pkwN;khzI56yP-nCHY;IOy6sgPv-rh96;26,0;32496,0;Hipotecada;8.0;Pagamento_Debitos;D;4200,0;16.02;1,0;0.13;N;3
NzHApq0s-P7Of;A8TABTs3-PsNA;nTuT8idv-F2jL;40,0;83000,0;Hipotecada;7.0;Educativo;B;2800,0;12.18;1,0;0.03;N;13
lBzF0qga-C6QQ;o4JZqrza-0WBM;x05Qx2qa-nxD9;23,0;49400,0;Alugada;0.0;Educativo;A;20000,0;6.54;1,0;0.4;N;4
IDhm4OSH-12eE;fnPyYpdP-2S8Y;AP1Noc5c-qiYY;22,0;94500,0;Alugada;2.0;Pessoal;B;20000,0;0.0;0,0;0.21;N;2
Ny7zzdU7-NKjU;9DwcA35H-bBtJ;3MljMWLb-7qo9;24,0;48000,0;Alugada;2.0;Pagamento_Debitos;B;14550,0;9.62;0,0;0.3;N;3
NmZuRD9i-skdI;JqC6itvB-Cuzh;0hnJp8g5-wRLF;24,0;55000,0;Alugada;2.0;Pagamento_Debitos;A;4500,0;7.9;0,0;0.08;N;2
C16Fxgqu-tRh1;noAl95pd-v9Sh;Cstdr5ok-A0gb;25,0;57000,0;Hipotecada;5.0;Melhora_Lar;D;11200,0;14.46;0,0;0.2;Y;4
BrfvNWAO-heci;GgqyybKc-AihP;3pcLQuNf-dF2M;24,0;55008,0;Alugada;6.0;Empreendimento;E;10000,0;14.93;0,0;0.18;Y;3
GPay5agg-C6Uz;5Gg0Essn-49sl;OxvtAlue-KUGf;27,0;35000,0;Alugada;1.0;Empreendimento;A;4500,0;7.66;0,0;0.13;N;7
4509mC5r-imIc;BI1dp08v-1Eyb;iUdejceM-x3R1;26,0;73440,0;Propria;1.0;Pessoal;B;35000,0;9.91;0,0;0.48;N;2
fkfIoptZ-A326;yfJPrTf9-NWIL;Z8qWsbRJ-Oz9s;28,0;43200,0;Alugada;1.0;Medico;A;3000,0;7.49;0,0;0.07;N;9
UOxz6f1s-nNet;uwX5gpYp-kwhT;i49qAADG-Wm3i;30,0;90000,0;Alugada;2.0;Pagamento_Debitos;B;20000,0;11.99;0,0;0.22;N;9
iNmBdj58-zvgS;w7OOMreP-K7QD;RO4cffBG-t7f6;25,0;78600,0;Alugada;0.0;Pagamento_Debitos;C;8400,0;13.48;0,0;0.11;Y;3
jI9vBQM1-TM9o;CUJdwJ8p-bRP1;7ZFMnIm7-ZPjR;51,0;62046,0;Alugada;8.0;Empreendimento;A;8000,0;0.0;0,0;0.13;N;30
9C7LBsE0-ScQ7;ncHTXMUI-KT3v;Df9pXJlq-x68w;22,0;10800,0;Alugada;0.0;Medico;C;3600,0;12.23;1,0;0.33;Y;3
JjU5WlOC-GDCT;qYJkrIC0-QJPE;2fR9TykZ-zITP;37,0;38000,0;Alugada;4.0;Pessoal;D;6000,0;15.33;0,0;0.16;Y;16
GDXlX76U-GLLo;LkqN3lXz-yaAA;NH5rydvh-jtWL;26,0;75000,0;Hipotecada;5.0;Empreendimento;A;15000,0;8.49;0,0;0.2;N;3
Mz3X6EeT-pJ1L;ZqSxaZkv-LgGb;R3qdMi70-7G34;25,0;120000,0;Hipotecada;9.0;Melhora_Lar;B;28000,0;10.74;0,0;0.23;N;3
rOaoDLY7-EtCN;QF7xDzDK-L69R;Ftbvxuvn-aM5M;29,0;76663,0;Alugada;9.0;Educativo;A;12000,0;0.0;0,0;0.16;N;9
cBk06UT9-Nu9Q;qObWHJDn-uiR4;Zbunylw2-Eqpb;37,0;27000,0;Alugada;2.0;Melhora_Lar;A;8500,0;8.49;1,0;0.31;N;17
DS16tMfr-yW7E;cxKxE6Mz-Yh7M;juIU1A15-X8BJ;26,0;21600,0;Alugada;3.0;Medico;B;6000,0;10.59;0,0;0.28;N;4
557Zngqr-1XiM;84LFiI63-4ZXD;T5lGg8so-a8tW;26,0;65000,0;Hipotecada;2.0;Empreendimento;D;8000,0;17.27;0,0;0.12;Y;3
JYdcu7Ra-bGec;th9YBp9z-5XDt;XhmOUPm1-RCcb;22,0;32000,0;Alugada;7.0;Educativo;C;14000,0;12.23;1,0;0.44;N;3
ybdBN6O9-nou6;eKE1pyWS-MhQc;RXgSBDRt-gjwy;42,0;52400,0;Hipotecada;14.0;Pessoal;B;21000,0;10.38;0,0;0.4;N;15
hbbKuiqB-KkxS;KZqWe9SZ-1d5B;16EA0Kuk-Wibu;27,0;87360,0;Hipotecada;0.0;Melhora_Lar;B;7000,0;10.36;0,0;0.08;N;6
snDEQex6-fz5C;kJLsXO1D-mBrU;5OHECZZe-8dos;21,0;43000,0;Alugada;2.0;Medico;A;9200,0;8.94;0,0;0.21;N;2
KT1MrrOb-gO6g;5mje05T1-UvDi;KP2kmvIb-7QzJ;24,0;425000,0;Hipotecada;8.0;Educativo;A;10000,0;7.88;0,0;0.02;N;2
uMELej3K-KRT0;9EAkkgLz-6PHv;Iubhbpbf-kwyP;33,0;96000,0;Hipotecada;0.0;Pagamento_Debitos;C;8000,0;13.72;0,0;0.08;N;5
R1eIWsrh-DcMg;3gsc6fRw-GNHf;zYSmLN8u-ApNG;35,0;92000,0;Hipotecada;19.0;Medico;A;14400,0;6.99;0,0;0.16;N;10
WkBWCXDp-4pNd;hbiPJTC0-G4FZ;qXiduDvM-7kmC;30,0;34000,0;Alugada;0.0;Pessoal;B;4000,0;10.95;0,0;0.12;N;9
Y3Ci6SSE-RkGl;3CSqh5jj-6OGN;z1OahLKA-1jDK;23,0;72000,0;Alugada;7.0;Empreendimento;B;12000,0;9.99;0,0;0.17;N;3
e7iNHdhB-XKGb;jl0b8YYp-SYph;eGpu9Pg3-J61D;27,0;60000,0;Hipotecada;2.0;Pagamento_Debitos;B;15000,0;11.86;0,0;0.25;N;8
E0hWATPq-t27Z;XZ0oopU2-oXDZ;wNu0iSUA-bYsn;32,0;150000,0;Propria;3.0;Melhora_Lar;C;8000,0;0.0;0,0;0.05;Y;6
siwBqa2P-9gDW;tUnKYyBh-isdR;RJwtBZ3H-cX1k;24,0;20400,0;Alugada;3.0;Pagamento_Debitos;C;7550,0;14.79;1,0;0.37;Y;3
1ii0Bae1-iKx8;RPN2i21H-Sn7D;Ts03Z2w7-uvpa;29,0;94000,0;Hipotecada;9.0;Pessoal;A;10000,0;7.51;0,0;0.11;N;7
lZq1EWYe-Uc13;zMKTpre7-IgFN;r7mhDkdz-Bsqv;25,0;50000,0;Alugada;3.0;Empreendimento;D;16000,0;17.58;1,0;0.32;N;4
0RlC4sAJ-Ugov;duBYJMMe-k0jW;f0Saua8D-0eZd;22,0;82000,0;Hipotecada;6.0;Pagamento_Debitos;C;10000,0;12.87;0,0;0.12;Y;2
qCcumpcW-b6Ir;ERiYkAoR-LLWp;DF2g31yX-EzG8;21,0;65253,0;Hipotecada;5.0;Empreendimento;A;3000,0;6.03;0,0;0.0;N;10
XZzclatq-fLZA;idlNhzd1-uoyQ;fQPQ6q59-Jj1b;33,0;60000,0;Hipotecada;7.0;Empreendimento;A;7000,0;7.14;0,0;0.12;N;10
E3R9D6SI-hgYk;TSJCeUwR-7g8Y;Eh3HoTTe-urlg;45,0;139380,0;Propria;4.0;Melhora_Lar;A;9000,0;7.51;0,0;0.06;N;12
jKBAchaZ-kdOz;qBpzbf6l-CEXj;gpSHBX4O-wM20;25,0;101877,0;Alugada;9.0;Empreendimento;B;6600,0;10.99;0,0;0.06;N;2
wBUA89Ll-FeY5;7SSnz39w-G77W;1zMhtSqf-j89p;29,0;144000,0;Hipotecada;13.0;Empreendimento;A;16000,0;6.62;0,0;0.11;N;9
Y7muqhKW-AYf6;BF2AKE5K-Afyj;se8Fg3Ku-CTrD;28,0;75000,0;Hipotecada;9.0;Pagamento_Debitos;B;9600,0;10.62;0,0;0.13;N;7
lNILa4tR-1Tp2;3yn9oOBf-4Ti7;enep0tvp-bPEb;23,0;62000,0;Alugada;1.0;Pagamento_Debitos;A;10000,0;8.94;0,0;0.16;N;2
atcFO6u2-8zur;onBXq834-Sbbu;JteAajcv-2yNM;30,0;59004,0;Alugada;3.0;Melhora_Lar;D;14000,0;15.28;0,0;0.24;N;10
caoNPaSM-Khgs;9GHTT5YZ-6jQG;pLFvElCn-oqf7;37,0;74400,0;Propria;21.0;Empreendimento;A;7500,0;7.05;0,0;0.1;N;11
WoeYB1U5-3vNb;NeNdwWW3-Iu92;TBk46eGE-P7dd;26,0;48000,0;Alugada;4.0;Pagamento_Debitos;B;8400,0;11.12;0,0;0.17;N;2
UcbN1IvW-4OTE;32HQNLf9-QjXX;tTJeH6cN-kfPC;28,0;48500,0;Alugada;4.0;Pessoal;C;15000,0;12.87;1,0;0.31;Y;8
oaD7R3ft-DQU7;5nULtsf0-1Tmd;QnZNZj8i-J59O;38,0;30000,0;Alugada;0.0;Educativo;B;5600,0;9.99;1,0;0.19;N;15
37M5vnQA-vN3X;CsW30xs4-Etoa;7Q3PmJAc-Yteq;40,0;14400,0;Alugada;0.0;Medico;B;1000,0;9.25;0,0;0.07;N;11
kKjgPU4U-dIkl;C2DQnZ5A-Kq2I;cWcvTHcw-IDjn;23,0;86400,0;Propria;0.0;Educativo;D;16000,0;11.86;0,0;0.19;N;3
SA1qBBYr-qAyY;PDdxbHE3-W41k;nOdRhqrg-GT0n;27,0;69936,0;Hipotecada;11.0;Pagamento_Debitos;A;8000,0;7.66;0,0;0.11;N;10
hQDhKs77-Mh2h;Ow2gokBw-bLc0;NnlFyoU8-zW9G;21,0;91500,0;Hipotecada;4.0;Pessoal;C;8000,0;13.61;0,0;0.09;N;2
bPoqUBmM-PCTl;1tUBAxfG-5say;OycDixf0-QETF;24,0;110000,0;Alugada;7.0;Empreendimento;D;24000,0;15.62;0,0;0.22;N;4
pmYzjAQs-JcRm;DxOs3LJs-eGu7;uDX86t4j-DISZ;24,0;58000,0;Alugada;5.0;Medico;A;5000,0;7.49;0,0;0.09;N;2
zSGKqe6Y-T9RE;ELjtrp65-EAkN;LdksfNDQ-539i;23,0;36000,0;Alugada;5.0;Educativo;B;10000,0;9.99;0,0;0.28;N;2
T5Dvhbdi-IHY2;zrLvc4Xv-Bpes;BSsGmCQF-XzH9;47,0;43200,0;Hipotecada;8.0;Melhora_Lar;D;13750,0;14.84;0,0;0.32;Y;13
8p6KOEok-N8Wu;KwsXC1MT-dWdf;z8UwuJ2c-QBug;24,0;97700,0;Hipotecada;5.0;Empreendimento;B;25000,0;11.12;0,0;0.26;N;3
A5bGm09n-Kqzl;R2uol6od-FlJZ;yMNAPPqY-ifZZ;24,0;60000,0;Alugada;0.0;Pessoal;B;25000,0;10.99;1,0;0.42;N;3
94POeyq9-XbJ7;4QOu11RL-8CZY;4Zl30mtn-Xvt7;26,0;43000,0;Alugada;2.0;Medico;B;7000,0;9.99;0,0;0.16;N;3
rO48oIEy-fOiz;poDkQUB8-nP4A;xRpZKINr-McCU;25,0;33000,0;Alugada;0.0;Empreendimento;C;10000,0;15.96;1,0;0.3;Y;3
vqmUBCRR-M1T0;89ghj7Ok-M4zJ;9vyBe9Eb-r2bO;24,0;37950,0;Alugada;8.0;Educativo;B;11000,0;11.86;0,0;0.29;N;2
ACLK5ao1-MWjW;n1jHmule-InnK;EB4YLDcn-2UMy;37,0;65000,0;Alugada;2.0;Pagamento_Debitos;A;10000,0;5.42;0,0;0.15;N;14
